0 0.375802 1.13332
1 0.590119 1.17631
2 0.400351 1.1622
3 0.888267 0.733281
4 0.617873 1.15176
5 1.13985 0.339143
6 0.871209 0.763694
7 0.384657 1.1445
8 0.521188 1.21091
9 1.54855 0.0511791
10 1.0387 0.480205
11 0.960537 0.606998
12 0.782493 0.91983
13 0.582967 1.18172
14 0.347038 1.09101
15 1.13231 0.348647
16 0.277512 0.951588
17 0.743644 0.984214
18 0.622587 1.14705
19 1.19977 0.269694
20 0.643184 1.12479
21 0.227363 0.820123
22 1.27451 0.197924
23 0.75065 0.972902
24 0.457827 1.2042
25 0.482635 1.21158
26 0.888462 0.732935
27 0.989954 0.557764
28 0.618865 1.15078
29 0.331371 1.06414
30 0.0842227 0.332145
31 0.359686 1.11074
32 1.11528 0.370725
33 0.85297 0.796242
34 0.717437 1.0251
35 0.720621 1.02027
36 1.09199 0.402293
37 1.41236 0.104562
38 0.292197 0.985318
39 0.48966 1.21254
40 0.49365 1.21286
41 0.753684 0.967958
42 0.653017 1.11325
43 0.672215 1.08912
44 0.715547 1.02795
45 1.0039 0.535027
46 0.165775 0.627636
47 0.489773 1.21255
48 0.319927 1.04282
49 0.201048 0.741739
50 0.731933 1.00278
51 0.827825 0.84093
52 0.86953 0.766689
53 1.1969 0.27277
54 1.32455 0.158579
55 0.415765 1.17696
56 0.609917 1.15936
57 0.807095 0.877371
58 1.07234 0.430126
59 0.151596 0.579144
60 0.355511 1.10442
61 0.723987 1.01511
62 0.748691 0.97608
63 0.456573 1.20366
64 0.777198 0.928821
65 0.931691 0.656682
66 0.522908 1.21056
67 0.572106 1.18917
68 0.604554 1.16423
69 0.76096 0.955997
70 0.323004 1.04869
71 0.449982 1.20055
72 0.44965 1.20038
73 1.01434 0.518274
74 0.80082 0.888296
75 0.426231 1.18551
76 0.45663 1.20369
77 0.276002 0.947993
78 0.192998 0.716571
79 0.473472 1.20959
80 0.285296 0.969746
81 0.930917 0.658031
82 0.44498 1.19788
83 0.737279 0.994361
84 0.52194 1.21076
85 0.0543072 0.215951
86 0.804899 0.881201
87 0.234919 0.841479
88 0.821658 0.85182
89 0.956578 0.613742
90 0.562379 1.19503
91 0.72549 1.0128
92 0.956728 0.613485
93 0.713798 1.03058
94 1.0845 0.412776
95 0.195981 0.72596
96 1.4978 0.0674411
97 0.385435 1.14544
98 0.354374 1.10266
99 1.48169 0.073437
